forks,stargazers_count,open_issues,size,owner_type,readme_size,num_contrib,commits,year
0,0,0,92544,0,1,0,0,2016
0,0,0,211,0,0,1,5,2016
0,0,0,117,0,752,1,6,2016
0,0,9,3505,0,1968,1,67,2016
1,0,0,79882,0,0,1,88,2016
0,0,0,10639,0,71,1,8,2016
0,0,0,1245,0,0,1,65,2016
0,0,0,1344,0,692,1,20,2016
0,0,0,1035,0,2831,1,10,2016
0,1,0,975,0,224,3,19,2016
3,0,0,7786,0,4570,2,14,2016
0,0,0,16,0,343,1,3,2016
0,0,0,1537,0,254,1,4,2016
0,0,0,32091,0,0,0,0,2016
0,0,0,2494,0,737,0,0,2016
0,0,0,7032,0,0,1,1,2016
1,0,0,303,0,2834,1,2,2016
0,0,0,146,0,0,1,1,2016
0,0,0,85310,0,60,1,2,2016
1,1,0,35320,0,47,3,10,2016
0,0,0,2337,0,29,1,1,2016
0,1,0,128502,1,45,2,36,2016
0,0,0,3770,0,48,1,2,2016
0,0,0,683,0,125,1,3,2016
0,0,0,3,0,276,2,2,2016
0,0,0,23,0,1128,1,15,2016
0,0,0,6,0,129,1,2,2016
0,0,0,35,0,60,1,11,2016
0,0,0,17,1,115,1,10,2016
0,0,16,7008,1,54,2,9,2016
1,0,0,26924,0,106,0,0,2016
0,0,0,2,0,70,1,1,2016
1,1,0,13641,0,0,1,1,2016
0,1,0,6,0,153,2,17,2016
0,0,0,1,0,0,0,0,2016
0,0,6,7,0,156,1,8,2016
0,0,0,11301,0,914,0,0,2016
0,0,0,20,0,2113,1,15,2016
0,0,0,289,0,0,0,0,2016
0,0,0,3,0,183,1,7,2016
0,0,0,2674,0,0,1,6,2016
0,0,0,60515,0,0,2,2,2016
2,2,0,4683,1,7698,2,18,2016
0,0,0,12,0,76,1,8,2016
0,0,0,191,0,677,1,3,2016
0,1,0,77,0,59,1,5,2016
0,1,2,57880,1,5,2,83,2016
0,0,0,26,0,1105,0,0,2016
1,0,0,292,0,0,1,23,2016
1,0,1,7,1,0,1,2,2016
0,0,0,21,0,-1,0,0,2016
0,0,0,27396,0,1447,1,6,2016
0,0,0,13365,0,0,1,1,2016
0,0,0,15,0,24,1,2,2016
0,0,0,1301,0,89,1,4,2016
1,1,0,52191,0,667,2,6,2016
0,0,0,309,0,33,1,2,2016
0,0,0,1435,0,977,2,10,2016
0,0,0,10784,0,58,1,6,2016
0,0,0,16,0,0,0,0,2016
0,0,0,268,0,79,1,14,2016
0,0,0,667,0,81,1,65,2016
0,1,0,3253,0,0,2,19,2016
0,0,0,3336,0,3872,0,0,2016
0,0,0,112,0,94,1,5,2016
0,1,0,9592,0,2957,0,0,2016
0,0,0,165,0,0,1,5,2016
0,0,0,562,0,0,1,1,2016
0,1,0,14790,0,4101,0,0,2016
0,0,0,5,1,642,1,4,2016
0,0,0,11428,0,945,1,20,2016
0,0,0,1459,0,0,1,1,2016
1,0,0,14948,0,95,2,2,2016
0,0,0,2,0,0,1,3,2016
0,0,0,459,0,15,1,3,2016
0,0,0,850,1,1012,0,0,2016
0,0,0,1622,0,67,2,16,2016
0,0,0,6296,0,420,1,18,2016
0,0,0,23,0,596,1,5,2016
0,0,0,798,0,136,2,57,2016
0,0,0,4288,0,864,1,3,2016
0,0,0,241,0,341,1,4,2016
0,0,0,218,0,552,1,3,2016
0,0,0,236,0,0,1,3,2016
0,2,0,423,0,97,1,3,2016
0,0,0,91,0,1012,1,4,2016
0,0,0,151,0,137,1,2,2016
0,0,0,27,0,0,1,5,2016
0,0,0,10,0,371,1,8,2016
0,0,0,4,0,373,1,3,2016
0,0,0,294,0,1192,4,70,2016
0,0,0,43,0,330,1,2,2016
0,0,0,313,0,4550,1,13,2016
0,0,0,2145,0,596,1,5,2016
0,0,0,9,0,0,0,0,2016
0,0,0,3,0,162,0,0,2016
0,0,0,60524,0,0,1,17,2016
0,0,0,1636,0,1806,1,11,2016
1,0,0,217,0,769,2,127,2016
0,0,0,227,0,319,1,13,2016
0,0,0,5671,0,33210,166,1783,2016
0,0,0,35510,0,6,3,18,2016
0,0,0,4641,0,886,1,4,2016
1,0,0,50499,0,0,0,0,2016
0,0,0,18,0,2108,1,32,2016
0,0,0,2,0,87,1,3,2016
0,0,0,25,0,478,1,7,2016
0,0,0,23,0,1676,1,3,2016
0,0,0,498,0,1313,1,14,2016
0,0,0,116128,0,0,1,40,2016
1,1,0,361,1,3875,1,17,2016
0,0,0,3762,0,68,1,15,2016
0,0,0,2132,0,0,1,16,2016
0,0,0,19894,0,1589,2,19,2016
0,0,0,44,0,234,1,12,2016
0,1,0,2,0,110,1,2,2016
0,0,0,19,1,496,1,5,2016
0,0,0,948,0,10,2,10,2016
0,0,0,601730,0,0,1,7,2016
0,0,0,67,0,651,2,10,2016
1,0,0,4765,1,833,1,17,2016
0,0,0,31,0,0,1,28,2016
0,0,0,18928,0,126,2,3,2016
0,0,0,42,0,215,1,4,2016
0,0,0,44,0,189,1,3,2016
0,0,0,17261,0,1543,0,0,2016
0,0,0,447,0,0,1,2,2016
0,0,0,207,0,80,1,4,2016
0,1,0,5,0,0,1,2,2016
0,0,0,132,0,90,1,10,2016
0,0,0,198606,0,3633,1,185,2016
0,0,1,6906,1,83,1,3,2016
0,1,0,49965,0,0,1,19,2016
0,0,0,268,0,291,1,21,2016
0,0,0,579,0,849,0,0,2016
0,0,0,78,0,58,1,40,2016
0,0,0,9,1,0,1,6,2016
0,0,0,4,0,0,0,0,2016
0,0,0,5543,0,2541,1,2,2016
0,0,0,606,0,329,1,3,2016
0,0,0,6485,0,181,1,2,2016
0,0,0,489,1,186,1,2,2016
0,2,0,1108,0,2343,2,11,2016
1,2,0,1971,0,118,2,44,2016
1,2,0,4982,0,5553,1,6,2016
0,2,0,18,0,559,1,4,2016
0,0,0,141,0,950,1,110,2016
0,0,0,1995,1,178,1,3,2016
1,0,0,3884,0,315,3,33,2016
0,0,0,309,0,2405,1,98,2016
0,1,0,21,0,702,1,4,2016
0,0,0,24529,0,103,2,14,2016
0,0,0,16,0,137,1,21,2016
0,0,0,76,0,758,1,15,2016
0,0,0,12192,0,0,1,2,2016
0,0,0,3615,0,162,1,12,2016
0,0,0,48,0,10,1,5,2016
0,0,1,178,0,0,2,57,2016
0,0,0,1657,0,0,0,0,2016
0,0,0,2518,0,420,1,7,2016
0,0,0,2087,0,134,1,1,2016
1,0,0,4350,0,7,1,2,2016
0,0,0,363,0,828,3,19,2016
0,0,0,58,0,43,1,15,2016
0,0,0,3033,0,436,0,0,2016
0,0,0,16,0,473,1,5,2016
0,0,0,4767,0,88,1,1,2016
0,0,0,4,0,2081,1,2,2016
0,0,0,790,0,915,1,5,2016
0,0,0,258,0,307,1,6,2016
0,0,0,2596,0,102,1,6,2016
0,0,0,66390,0,0,1,1,2016
1,0,1,5918,0,7498,1,46,2016
0,0,0,74,0,0,1,17,2016
0,0,0,3279,0,5914,2,52,2016
1,0,0,47662,0,30,2,62,2016
0,0,0,4096,0,2393,1,3,2016
0,0,0,8432,0,418,1,45,2016
0,0,0,64,0,45271,1,11,2016
0,0,0,524,0,374,1,2,2016
0,1,0,2159,0,2752,1,7,2016
1,0,0,107,0,409,1,6,2016
0,0,0,7,0,2252,1,1,2016
0,0,0,385,0,129,1,8,2016
0,0,0,2124,0,117,1,7,2016
0,0,0,73699,0,0,1,117,2016
0,0,0,134,0,849,1,8,2016
0,0,0,3884,0,1036,1,3,2016
0,0,0,140,0,1041,0,0,2016
0,0,0,1756,0,2577,1,127,2016
0,0,0,13,0,0,0,0,2016
0,0,0,53,1,2357,0,0,2016
0,0,0,4027,0,4347,1,29,2016
0,0,0,8772,0,837,2,121,2016
1,1,0,20805,0,1421,1,56,2016
0,0,0,117,0,121,1,5,2016
0,0,0,598,0,0,1,2,2016
0,0,6,3976,0,287,2,150,2016
1,0,0,50,0,141,1,2,2016
0,0,0,892,0,228,1,8,2016
0,0,0,555,0,496,0,0,2016
0,0,0,4013,0,0,1,2,2016
0,0,0,8,0,138,1,2,2016
0,0,0,163,0,0,1,15,2016
0,0,0,45712,0,0,1,4,2016
0,1,1,330,0,215,1,1,2016
0,0,15,273930,0,3423,1,66,2016
1,0,0,1513,0,232,1,125,2016
0,0,0,5,0,711,1,4,2016
0,0,0,129,0,400,1,29,2016
1,0,11,1391,1,2836,1,41,2016
0,0,0,7894,0,478,1,37,2016
0,0,0,759,0,132,1,5,2016
0,0,0,48,0,8061,2,21,2016
0,1,0,586,0,1938,1,29,2016
0,1,0,82,0,4105,1,24,2016
0,0,0,5333,0,1646,0,0,2016
0,2,0,7521,0,1412,1,30,2016
0,0,0,6,1,0,1,1,2016
0,0,0,232,0,5330,1,59,2016
0,0,0,459,1,550,1,91,2016
0,0,0,29431,0,0,4,82,2016
0,0,0,621,0,0,0,0,2016
1,2,2,9181,1,407,4,317,2016
0,0,0,9473,0,331,2,25,2016
0,0,0,377,0,1504,0,0,2016
0,0,0,6558,0,957,1,13,2016
0,0,0,1842,0,716,2,8,2016
2,0,0,67888,0,7528,0,0,2016
0,0,0,31,0,21,1,21,2016
0,0,0,81,0,131,1,2,2016
0,0,0,1405,0,115,3,48,2016
0,0,0,6,0,106,1,1,2016
0,0,0,12,0,1510,1,4,2016
0,0,0,183961,0,366,1,3,2016
0,0,0,426,0,519,1,38,2016
0,1,0,10098,0,0,0,0,2016
0,0,0,724,0,515,1,6,2016
0,0,0,1703,0,171,1,6,2016
1,1,0,1331,0,0,0,0,2016
0,0,0,965,0,1094,1,177,2016
0,0,0,5932,0,118,1,4,2016
1,0,0,6091,0,0,0,0,2016
0,0,0,1300,0,13,1,2,2016
0,0,0,443,1,0,1,2,2016
0,0,0,7,0,394,1,4,2016
0,1,2,621645,0,18,2,140,2016
0,1,0,535,0,167,1,3,2016
0,0,0,1429,0,0,0,0,2016
0,0,0,4427,0,172,1,3,2016
0,0,0,5353,0,0,1,1,2016
0,0,0,14979,0,0,1,21,2016
0,0,0,1701,0,2014,1,2,2016
0,0,0,1387,0,23,2,77,2016
0,0,0,6912,0,881,1,4,2016
0,0,0,85,0,133,1,8,2016
0,0,0,41157,0,854,1,75,2016
0,0,0,2451,0,428,1,5,2016
0,0,0,864,0,1984,1,5,2016
0,0,0,325370,0,0,1,21,2016
0,0,0,2263,1,946,1,5,2016
0,0,0,1079,0,318,1,3,2016
0,1,0,164,0,177,1,16,2016
0,0,0,1,0,483,1,3,2016
0,0,0,5725,0,736,1,42,2016
0,0,0,6945,0,0,1,2,2016
0,1,0,1784,0,14,1,4,2016
0,1,0,1701,0,2610,1,3,2016
0,0,0,443,0,2795,3,68,2016
0,0,0,110,0,193,1,14,2016
0,0,0,234,0,104,1,1,2016
0,0,0,29346,0,168,1,9,2016
0,1,0,38962,0,201,1,2,2016
0,0,0,63,0,324,1,2,2016
0,1,0,356,0,2558,1,1,2016
0,0,0,8927,0,0,2,28,2016
0,0,0,1164,0,1380,1,22,2016
0,0,0,3008,0,1029,1,13,2016
0,0,0,1423,0,4570,9,161,2016
0,0,0,2,0,224,1,3,2016
0,0,0,280,0,992,1,17,2016
0,0,0,8,0,145,1,2,2016
0,0,0,3966,0,1098,1,113,2016
0,0,0,8841,0,190,1,4,2016
0,1,0,3583,0,324,2,42,2016
1,0,0,4266,0,557,0,0,2016
0,0,0,41967,0,360,1,2,2016
0,0,0,1,0,0,1,1,2016
1,0,0,90289,0,16,2,52,2016
0,1,0,4368,0,0,1,1,2016
1,0,0,82492,0,1377,1,3,2016
0,0,0,62,0,300,1,5,2016
0,1,0,9127,0,345,2,3,2016
0,0,0,158,0,0,1,5,2016
0,2,0,492623,0,293,6,278,2016
0,0,0,13467,0,249,1,2,2016
0,0,0,10360,0,286,1,52,2016
0,0,0,3,0,248,1,3,2016
0,0,0,47695,0,474,1,17,2016
0,0,0,6,0,285,1,4,2016
1,0,0,2710,0,3340,3,18,2016
0,0,0,182,0,12,0,0,2016
0,0,0,136,0,289,1,2,2016
0,0,0,2448,0,665,1,1,2016
1,0,0,30,0,0,1,4,2016
0,0,0,169,0,253,1,2,2016
0,0,0,78,0,716,1,14,2016
0,0,0,1193,0,309,1,3,2016
0,0,0,995,0,5039,0,0,2016
0,0,0,3595,0,0,1,1,2016
0,0,1,12929,0,0,1,1,2016
0,0,0,109,0,0,1,1,2016
0,0,0,352,0,0,1,1,2016
1,0,0,3189,0,26,1,4,2016
1,0,0,38,0,1251,1,3,2016
1,0,0,4,0,3061,1,6,2016
3,0,0,46,0,0,0,0,2016
1,0,0,4436,0,20,1,32,2016
163,304,49,14433,0,6180,2,193,2017
8,17,1,19,0,2647,1,7,2017
7,5,0,4502,1,3052,0,0,2017
7,11,7,2053,0,19475,2,242,2017
6,8,1,2055,1,4187,1,545,2017
5,10,0,29124,1,7544,2,127,2017
7,6,1,10061,0,90,1,22,2017
3,1,8,59528,0,8495,6,91,2017
2,1,0,199,0,1177,2,37,2017
2,0,0,22304,0,0,1,1,2017
1,0,0,24638,0,2642,2,10,2017
0,1,0,461,0,3982,3,238,2017
0,0,0,13631,0,0,1,1,2017
3,6,1,125430,0,6555,2,115,2017
2,1,0,40041,0,0,1,105,2017
0,1,0,34,0,0,1,18,2017
1,0,0,257,0,0,2,7,2017
2,5,0,28822,0,777,2,64,2017
0,0,0,6,0,11,1,4,2017
1,0,0,518,0,10,1,1,2017
0,0,0,223,0,1121,1,40,2017
0,0,0,13140,1,1000,2,16,2017
0,0,1,755,0,564,2,33,2017
0,0,0,54,0,0,1,9,2017
0,0,0,783,0,560,2,113,2017
3,0,0,9905,1,1085,3,70,2017
2,1,0,71332,0,133,1,3,2017
0,3,1,4456,0,551,2,76,2017
3,2,0,65066,1,1554,5,343,2017
1,5,10,12308,0,604,2,212,2017
2,0,0,169059,1,78,5,84,2017
2,1,0,22428,0,0,1,8,2017
2,0,0,1584,0,0,3,34,2017
2,0,0,2727,0,26,1,6,2017
0,2,0,30,0,790,1,15,2017
0,0,0,17515,0,201,1,17,2017
2,0,0,1774,0,1553,2,4,2017
2,0,0,177,1,2747,3,6,2017
3,1,0,4176,0,2838,1,17,2017
0,0,0,63,0,12,1,2,2017
0,0,0,8,0,0,1,2,2017
0,0,0,30996,0,1108,1,3,2017
0,0,0,2079,0,0,1,1,2017
0,0,0,328,0,0,1,3,2017
0,2,2,2431,0,22,1,13,2017
0,0,0,16980,0,1554,1,135,2017
0,0,0,15,0,84,1,2,2017
0,0,0,60,0,198,1,14,2017
0,0,0,15083,0,1323,0,0,2017
0,0,0,715,0,0,1,8,2017
0,0,0,3414,0,0,1,1,2017
0,0,0,33,0,29,1,35,2017
0,0,0,1,0,34,1,2,2017
5,0,0,2425,1,1148,3,54,2017
0,0,0,54,0,62,1,3,2017
0,0,0,1963,0,128,1,4,2017
0,3,0,1300,0,70,1,2,2017
0,0,0,71,0,86721,1,1,2017
0,0,0,14,0,29,1,8,2017
0,0,0,2001,0,0,1,6,2017
0,0,0,11717,0,398,1,6,2017
0,0,0,98,0,0,1,2,2017
0,0,0,743,0,134,1,1,2017
0,2,0,3460,0,2307,1,1,2017
0,0,0,2,0,48,1,2,2017
0,0,0,1052,0,34,1,2,2017
1,0,0,50431,0,0,1,1,2017
0,1,0,452,0,2528,4,104,2017
0,0,0,2,0,128,1,3,2017
0,0,0,3,0,128,1,3,2017
0,0,0,4,0,0,1,2,2017
0,1,0,11325,0,29,1,40,2017
0,0,0,117,0,4884,1,17,2017
3,0,0,39227,0,3972,3,265,2017
2,0,0,98947,0,1116,1,77,2017
0,0,0,303,0,50,1,2,2017
0,0,0,38,0,0,1,2,2017
1,0,0,57,1,99,2,19,2017
0,0,0,19268,0,43,1,14,2017
0,0,0,26,0,941,0,0,2017
0,0,0,15,0,5726,0,0,2017
0,0,0,8,0,3003,2,6,2017
0,1,0,128,0,0,1,16,2017
1,0,0,333,0,456,1,4,2017
0,0,0,4587,0,0,1,3,2017
0,2,0,31841,1,9255,1,12,2017
0,0,0,1298,0,57,1,1,2017
0,0,0,10,0,0,1,2,2017
0,0,0,68,0,36,1,2,2017
1,0,0,42,1,27,3,4,2017
0,0,0,37,0,1671,1,7,2017
0,0,0,123,0,1177,1,35,2017
0,0,0,22,0,1465,1,6,2017
0,0,0,14,0,0,0,0,2017
0,0,0,56,0,432,1,2,2017
0,4,0,404,0,0,3,55,2017
1,2,0,1049414,0,1368,2,42,2017
1,0,0,211,0,265,1,7,2017
0,0,0,1363,0,99,1,41,2017
0,0,0,3576,0,912,1,18,2017
0,2,1,1352,0,0,1,1,2017
2,2,0,4738,0,1949,1,1,2017
0,0,0,945,0,746,3,3,2017
0,0,0,2945,0,6171,1,3,2017
0,0,0,30990,0,0,1,1,2017
1,0,0,1347,0,5,1,49,2017
0,0,0,902,0,26,1,3,2017
0,0,0,1956,0,0,1,3,2017
0,0,0,3,0,1770,1,1,2017
0,0,0,80,0,21,1,12,2017
0,0,0,28,0,15,1,1,2017
0,1,0,22118,0,643,1,7,2017
0,0,0,16977,0,0,1,18,2017
0,0,0,11,0,0,1,1,2017
0,0,0,269,0,0,0,0,2017
0,0,0,2114,0,3852,1,3,2017
0,0,0,514,0,136,1,4,2017
0,0,0,86,0,0,1,1,2017
0,0,0,10617,0,2617,1,68,2017
0,0,13,2896,0,689,2,63,2017
0,0,0,12355,0,49,0,0,2017
0,0,0,277,0,0,1,2,2017
0,0,1,41,0,57805,1,5,2017
0,0,0,11542,0,108,3,34,2017
0,0,0,21,0,116,1,1,2017
0,2,0,31,0,77,1,2,2017
0,0,0,1040,0,1044,1,4,2017
0,1,0,16915,1,8665,2,25,2017
0,0,0,1046,0,14,2,41,2017
0,1,0,75424,0,740,1,28,2017
0,0,1,72,0,762,1,11,2017
0,0,0,15,0,0,1,1,2017
1,0,0,8862,0,17,1,1,2017
0,0,0,1710,0,915,1,13,2017
0,0,0,6753,0,615,3,78,2017
1,0,0,6596,0,49,1,6,2017
0,0,0,107,0,297,1,3,2017
0,0,0,545,0,1796,3,135,2017
0,0,0,6211,0,45,1,11,2017
0,0,0,314,0,0,1,6,2017
0,1,0,257,0,0,1,98,2017
0,0,0,10,0,77,1,8,2017
1,3,0,43906,0,1510,1,15,2017
0,0,0,431,0,5680,1,1,2017
0,0,0,313,1,45,2,5,2017
0,0,0,13814,0,0,1,1,2017
0,0,0,21,0,1058,1,5,2017
0,0,0,420295,0,0,3,289,2017
0,0,0,324,0,0,2,2,2017
0,0,0,21,1,49,1,4,2017
0,0,0,80,0,0,1,40,2017
0,0,0,9,0,1761,1,11,2017
0,0,0,8,0,868,0,0,2017
0,0,0,2350,0,225,1,1,2017
0,0,0,2,0,0,1,4,2017
0,0,0,3,0,55,1,2,2017
1,1,0,9305,0,258,3,47,2017
0,0,0,50,0,122,1,20,2017
0,0,0,2273,0,2317,1,17,2017
0,0,0,5,0,203,1,3,2017
0,0,0,13599,0,0,1,2,2017
0,0,0,7896,0,49,1,17,2017
0,0,0,17,0,62,1,2,2017
0,0,0,522,0,591,1,46,2017
0,0,0,235,0,109,1,6,2017
1,0,0,13,0,0,1,2,2017
0,0,0,5984,0,0,1,8,2017
0,0,0,6196,0,60,1,4,2017
0,0,0,24288,0,0,1,2,2017
1,0,0,21,0,1098,2,10,2017
0,0,0,15701,0,0,1,2,2017
0,1,0,806,0,52,1,4,2017
0,1,0,4966,0,16,2,39,2017
0,0,0,472,0,83,1,12,2017
0,0,0,21,0,701,2,15,2017
1,1,0,279,0,1187,1,2,2017
0,1,0,52665,0,1269,4,276,2017
0,1,0,17,0,166,1,5,2017
0,0,0,11,0,0,1,10,2017
0,1,0,1675,1,2278,1,5,2017
0,1,0,3187,0,73,1,1,2017
0,0,0,20253,0,3014,0,0,2017
0,0,0,58,0,182,1,46,2017
0,0,0,48439,0,59,1,1,2017
0,0,0,2,0,939,1,2,2017
1,0,0,40,0,1055,1,4,2017
0,1,0,125380,0,6555,2,115,2017
0,0,0,73,0,992,1,11,2017
0,0,0,379,0,208,1,4,2017
0,0,0,19644,0,0,1,4,2017
0,0,0,1,0,499,1,1,2017
0,0,3,199,1,2500,3,120,2017
0,0,0,38,0,6340,1,1,2017
1,0,0,72,0,0,1,6,2017
1,0,0,12,0,0,1,2,2017
0,0,0,51,0,1392,1,6,2017
0,0,0,600,0,0,1,1,2017
0,1,0,1436,0,186,0,0,2017
0,0,0,1559,0,1642,1,39,2017
3,0,2,48,0,5317,1,25,2017
0,0,0,596,0,0,0,0,2017
0,2,0,222,0,97,1,18,2017
0,2,0,1989,1,974,1,6,2017
1,3,1,60839,0,617,1,85,2017
0,0,0,9,0,0,1,4,2017
0,0,0,79,0,0,1,1,2017
0,0,0,282,0,250,1,15,2017
0,0,0,155,0,0,1,48,2017
0,1,0,3852,0,627,1,20,2017
0,0,0,106,0,364,1,5,2017
0,0,0,697,0,0,1,9,2017
1,0,0,2915,0,0,1,10,2017
0,0,0,5,0,0,1,2,2017
0,0,0,11669,0,467,1,86,2017
0,0,0,14,0,178,1,1,2017
1,1,0,33998,0,106,2,109,2017
0,0,0,334,0,187,1,3,2017
0,0,0,1318,0,363,1,6,2017
0,0,0,404,0,64,1,2,2017
0,0,0,42,0,669,0,0,2017
0,0,0,17346,0,78,1,2,2017
1,0,0,8,0,0,1,1,2017
0,0,0,32,0,0,1,6,2017
0,0,0,375,0,2851,2,14,2017
0,0,0,2,0,0,1,1,2017
0,0,0,86,0,0,1,1,2017
0,1,0,15,0,2945,1,4,2017
0,1,0,15,0,91,1,5,2017
0,0,0,12172,0,988,1,1,2017
0,0,0,427,0,558,1,2,2017
0,1,0,135261,0,10616,1,9,2017
0,0,0,882,0,3907,1,3,2017
1,0,0,4946,0,127,1,6,2017
0,0,0,1829,0,95,0,0,2017
0,0,0,86,0,0,1,1,2017
1,0,0,80,0,529,1,19,2017
0,0,0,1275,0,80,1,14,2017
0,0,0,12,0,83,1,4,2017
0,0,0,143526,0,2709,2,70,2017
0,0,0,25,0,109,1,4,2017
0,0,0,2538,0,7,1,29,2017
0,0,0,171,0,0,2,12,2017
0,0,0,471,0,113,2,17,2017
0,0,0,8406,0,1544,1,71,2017
0,0,0,2,0,0,1,1,2017
0,0,0,2783,0,76,1,1,2017
2,3,1,27,1,7363,2,13,2017
0,0,0,18814,0,0,1,2,2017
0,0,0,623,0,152,1,4,2017
0,0,0,1,0,0,1,1,2017
0,0,0,1254,0,0,1,46,2017
0,0,0,204,0,107,1,5,2017
0,0,0,1799,0,324,1,38,2017
0,0,0,112896,1,1820,3,15,2017
0,0,0,10641,0,1907,1,1,2017
0,0,0,609,0,0,1,23,2017
0,1,0,10,0,1607,1,6,2017
0,0,0,95256,1,782,1,39,2017
0,2,0,14575,0,0,1,10,2017
0,0,0,1827,0,0,1,1,2017
0,1,0,435,0,1068,1,118,2017
0,0,0,10585,0,1568,1,1,2017
0,0,0,668,0,2433,1,1,2017
0,0,0,96220,0,2638,2,183,2017
0,0,0,3,0,565,1,3,2017
0,0,0,951,0,82,1,2,2017
0,0,0,45,0,1410,1,5,2017
0,1,0,32,0,1113,1,11,2017
0,0,0,12483,0,7344,1,1,2017
0,1,0,1948,1,1729,10,307,2017
0,1,0,2727,0,2632,4,64,2017
0,0,0,1,0,122,1,2,2017
0,0,0,10,0,590,1,4,2017
0,0,0,88,0,9457,1,5,2017
0,0,0,5,0,395,1,7,2017
0,0,0,63,0,0,1,5,2017
0,0,0,23,0,72,1,2,2017
0,0,1,179,0,426,1,49,2017
0,0,0,167,0,135,1,2,2017
0,0,0,1852,0,88,1,5,2017
0,0,5,508,0,551,1,11,2017
0,1,0,7252,0,1265,1,5,2017
0,0,0,12064,0,0,1,9,2017
0,0,0,154,0,353,4,83,2017
0,0,0,555,0,1687,1,1,2017
0,0,0,2125,0,1265,1,4,2017
0,0,0,1,0,8,1,2,2017
0,0,0,116,0,710,1,2,2017
0,0,0,1302,0,9,0,0,2017
0,0,0,7578,1,670,0,0,2017
0,0,0,4,0,246,1,4,2017
1,0,0,5323,0,116,1,2,2017
0,0,0,53,0,0,1,1,2017
0,0,0,18870,0,209,1,6,2017
0,0,0,60,0,116,1,3,2017
1,0,0,1036337,1,1626,3,49,2017
0,3,0,5370,0,4081,1,26,2017
0,0,0,54,0,11,1,6,2017
0,0,0,1582,0,865,1,49,2017
0,0,0,262,0,478,2,99,2017
0,0,0,2884,0,0,3,62,2017
0,0,0,40174,0,165,1,5,2017
0,0,0,10,0,1007,1,9,2017
0,0,0,59,0,0,1,19,2017
0,1,0,286,0,427,1,3,2017
1,1,0,14,0,116,1,5,2017
0,0,0,3277,0,0,1,5,2017
0,0,0,1,0,0,0,0,2017
0,0,0,12572,0,443,1,4,2017
0,0,0,110,0,0,1,1,2017
0,0,1,15,0,141,1,1,2017
0,0,0,2876,0,2034,1,11,2017
1,3,0,6816,1,1630,3,60,2017
0,1,0,7964,0,737,4,36,2017
1,0,0,1339,0,2311,1,10,2017
0,1,0,787,1,0,0,0,2017
0,0,0,119,0,2445,1,38,2017
0,0,0,20437,0,12,1,3,2017
1,0,0,7,0,128,1,2,2017
0,0,0,7725,0,590,2,104,2017
0,0,0,2413,0,321,1,6,2017
0,1,0,233,0,5717,0,0,2017
0,0,0,1987,1,706,1,8,2017
2,0,0,80,0,484,1,9,2017
0,0,0,235,0,70,1,5,2017
0,1,0,40,0,4304,1,9,2017
0,0,0,4143,0,0,1,5,2017
0,0,0,179,0,561,1,4,2017
0,0,0,2416,0,1049,1,3,2017
0,0,0,17,0,835,1,5,2017
0,0,0,7657,0,1847,1,8,2017
0,0,0,185,0,196,1,3,2017
1,0,0,3,0,1017,1,2,2017
0,0,0,6,0,0,0,0,2017
0,0,0,3022,0,0,1,1,2017
0,0,0,1,0,0,1,1,2017
0,0,0,2438,0,0,2,34,2017
0,0,0,14,0,0,1,2,2017
0,0,0,1,0,623,1,3,2017
0,0,0,630,0,147,1,12,2017
0,0,0,677,0,10,1,3,2017
0,0,0,599,0,0,1,1,2017
1,0,0,101,0,1118,3,29,2017
1,0,0,7,0,13,2,6,2017
1,2,0,9330,0,484,1,8,2017
0,0,0,2582,0,156,1,3,2017
0,0,0,6,0,35,1,1,2017
0,0,0,320,0,530,1,2,2017
0,0,0,9,0,0,0,0,2017
0,0,0,210,0,251,1,2,2017
0,0,0,329,0,0,1,2,2017
0,0,0,9,0,291,1,4,2017
0,0,0,244,0,190,1,4,2017
0,0,0,2546,0,441,1,1,2017
0,0,0,148,0,384,1,4,2017
0,1,0,291,0,1358,1,84,2017
1,2,0,75170,1,992,2,11,2017
2,0,0,35,1,2011,2,2,2017
0,0,0,2333,0,227,1,3,2017
0,1,0,640,0,330,1,6,2017
0,0,0,36290,0,388,1,2,2017
0,0,0,1736,0,923,1,10,2017
1,1,0,2824,0,731,1,2,2017
0,0,0,1,0,0,1,2,2017
0,0,0,4815,0,0,1,1,2017
0,1,0,2727,1,0,1,2,2017
0,1,0,6301,0,275,1,4,2017
1,2,0,976660,0,949,5,144,2017
0,2,0,15599,0,0,1,9,2017
0,0,0,12217,0,0,1,1,2017
0,0,0,2,0,319,1,3,2017
0,0,0,321,0,0,1,1,2017
0,0,0,4,0,16,1,2,2017
1,0,0,265,0,6380,1,12,2017
0,0,0,322,0,1660,0,0,2017
1,0,0,6787,0,0,1,2,2017
0,0,0,28170,0,0,1,5,2017
0,0,0,26594,0,3246,1,41,2017
3,3,0,36455,0,1798,1,1,2017
0,0,0,655,0,522,1,5,2017
1,0,0,10,0,1355,1,8,2017
0,0,0,3,0,810,1,4,2017
0,1,0,467,0,1768,1,2,2017
0,2,0,506,0,1432,1,13,2017
2,0,1,87240,0,-1,0,0,2017
219,531,3,51,0,16735,6,26,2017
59,172,10,1145,0,1662,0,0,2017
11,43,2,651,0,7526,1,131,2017
10,31,0,22311,0,3668,1,51,2017
